4.11,3.45,3.78,4.091,2014-02-23 09:57:13
4.11,3.45,3.78,4.091,2014-02-23 09:57:14
4.11,3.45,3.78,4.091,2014-02-23 09:57:25
4.11,3.45,3.78,4.091,2014-02-23 09:57:28
4.11,3.45,3.78,4.091,2014-02-23 09:57:35
4.11,3.45,3.78,4.091,2014-02-23 09:57:39
4.11,3.45,3.78,4.091,2014-02-23 09:57:45
4.11,3.45,3.78,4.089,2014-02-23 09:57:49
4.11,3.45,3.78,4.089,2014-02-23 09:57:58
4.11,3.45,3.78,4.089,2014-02-23 09:58:02
4.11,3.45,3.78,4.09,2014-02-23 09:58:08
4.11,3.45,3.78,4.09,2014-02-23 09:58:15
4.11,3.45,3.78,4.09,2014-02-23 09:58:18
4.11,3.45,3.78,4.09,2014-02-23 09:58:25
4.11,3.45,3.78,4.09,2014-02-23 09:58:28
4.11,3.45,3.78,4.09,2014-02-23 09:58:35
4.11,3.45,3.78,4.09,2014-02-23 09:58:41
4.11,3.45,3.78,4.09,2014-02-23 09:58:47
4.11,3.45,3.78,4.09,2014-02-23 09:58:52
4.11,3.45,3.78,4.09,2014-02-23 09:58:57
4.11,3.45,3.78,4.089,2014-02-23 09:59:04
4.11,3.45,3.78,4.089,2014-02-23 09:59:07
4.11,3.45,3.78,4.088,2014-02-23 09:59:15
4.11,3.45,3.78,4.089,2014-02-23 09:59:22
4.11,3.45,3.78,4.089,2014-02-23 09:59:25
4.11,3.45,3.78,4.09,2014-02-23 09:59:34
4.11,3.45,3.78,4.09,2014-02-23 09:59:35
4.11,3.45,3.78,4.089,2014-02-23 09:59:44
4.11,3.45,3.78,4.089,2014-02-23 09:59:46
4.11,3.45,3.78,4.089,2014-02-23 09:59:55
4.11,3.45,3.78,4.089,2014-02-23 09:59:56
4.116,3.45,3.783,4.054,2014-02-23 10:00:06
4.116,3.45,3.783,4.056,2014-02-23 10:00:09
4.116,3.45,3.783,4.056,2014-02-23 10:00:16
4.116,3.45,3.783,4.056,2014-02-23 10:00:19
4.116,3.45,3.783,4.056,2014-02-23 10:00:30
4.116,3.45,3.783,4.056,2014-02-23 10:00:31
4.116,3.45,3.783,4.056,2014-02-23 10:00:41
4.116,3.45,3.783,4.056,2014-02-23 10:00:44
4.116,3.45,3.783,4.05,2014-02-23 10:00:52
4.116,3.45,3.783,4.05,2014-02-23 10:00:55
4.116,3.45,3.783,4.05,2014-02-23 10:01:04
4.116,3.45,3.783,4.05,2014-02-23 10:01:05
4.116,3.45,3.783,4.05,2014-02-23 10:01:15
4.116,3.45,3.783,4.05,2014-02-23 10:01:18
4.116,3.45,3.783,4.05,2014-02-23 10:01:25
4.116,3.45,3.783,4.05,2014-02-23 10:01:31
4.116,3.45,3.783,4.05,2014-02-23 10:01:37
4.116,3.45,3.783,4.05,2014-02-23 10:01:41
4.116,3.45,3.783,4.05,2014-02-23 10:01:49
4.116,3.45,3.783,4.05,2014-02-23 10:01:51
4.116,3.45,3.783,4.05,2014-02-23 10:01:59
4.116,3.45,3.783,4.05,2014-02-23 10:02:03
4.116,3.45,3.783,4.05,2014-02-23 10:02:12
4.116,3.45,3.783,4.05,2014-02-23 10:02:13
4.116,3.45,3.783,4.049,2014-02-23 10:02:22
4.116,3.45,3.783,4.049,2014-02-23 10:02:25
4.116,3.45,3.783,4.049,2014-02-23 10:02:34
4.116,3.45,3.783,4.049,2014-02-23 10:02:36
4.116,3.45,3.783,4.03,2014-02-23 10:02:45
4.116,3.45,3.783,4.03,2014-02-23 10:02:47
4.116,3.45,3.783,4.03,2014-02-23 10:02:55
4.116,3.45,3.783,4.03,2014-02-23 10:02:57
4.116,3.45,3.783,4.03,2014-02-23 10:03:07
4.116,3.45,3.783,4.03,2014-02-23 10:03:07
4.116,3.45,3.783,4.015,2014-02-23 10:03:17
4.116,3.45,3.783,4.015,2014-02-23 10:03:18
4.116,3.45,3.783,4.015,2014-02-23 10:03:28
4.116,3.45,3.783,4.015,2014-02-23 10:03:28
4.116,3.45,3.783,4.015,2014-02-23 10:03:39
4.116,3.45,3.783,4.016,2014-02-23 10:03:41
4.116,3.45,3.783,4.016,2014-02-23 10:03:49
4.116,3.45,3.783,4.016,2014-02-23 10:03:51
4.116,3.45,3.783,4.015,2014-02-23 10:04:00
4.116,3.45,3.783,4.015,2014-02-23 10:04:05
4.116,3.45,3.783,4.015,2014-02-23 10:04:11
4.116,3.45,3.783,4.015,2014-02-23 10:04:16
4.116,3.45,3.783,4.015,2014-02-23 10:04:22
4.116,3.45,3.783,4.009,2014-02-23 10:04:27
4.116,3.45,3.783,4.009,2014-02-23 10:04:33
4.116,3.45,3.783,4.009,2014-02-23 10:04:40
4.116,3.45,3.783,4.009,2014-02-23 10:04:47
4.116,3.45,3.783,4.009,2014-02-23 10:04:51
4.116,3.45,3.783,3.996,2014-02-23 10:04:57
4.116,3.45,3.783,3.996,2014-02-23 10:05:04
4.116,3.45,3.783,3.989,2014-02-23 10:05:08
4.116,3.45,3.783,3.989,2014-02-23 10:05:14
4.116,3.45,3.783,3.989,2014-02-23 10:05:19
4.116,3.45,3.783,3.989,2014-02-23 10:05:26
4.116,3.45,3.783,3.989,2014-02-23 10:05:30
4.116,3.45,3.783,3.989,2014-02-23 10:05:38
4.116,3.45,3.783,3.989,2014-02-23 10:05:41
4.116,3.45,3.783,3.989,2014-02-23 10:05:50
4.116,3.45,3.783,3.989,2014-02-23 10:05:54
4.116,3.45,3.783,3.989,2014-02-23 10:06:01
4.116,3.45,3.783,3.989,2014-02-23 10:06:05
4.116,3.45,3.783,3.989,2014-02-23 10:06:14
4.116,3.45,3.783,3.989,2014-02-23 10:06:18
4.116,3.45,3.783,3.989,2014-02-23 10:06:24
4.116,3.45,3.783,4.001,2014-02-23 10:06:28
4.116,3.45,3.783,4.001,2014-02-23 10:06:39
4.116,3.45,3.783,4.001,2014-02-23 10:06:40
4.116,3.45,3.783,4.001,2014-02-23 10:06:50
4.116,3.45,3.783,4.001,2014-02-23 10:06:50
4.116,3.45,3.783,4.0,2014-02-23 10:07:01
4.116,3.45,3.783,4.0,2014-02-23 10:07:04
4.116,3.45,3.783,4.0,2014-02-23 10:07:13
4.116,3.45,3.783,3.952,2014-02-23 10:07:17
4.116,3.45,3.783,3.952,2014-02-23 10:07:25
4.116,3.45,3.783,3.952,2014-02-23 10:07:29
4.116,3.45,3.783,3.952,2014-02-23 10:07:35
4.116,3.45,3.783,3.952,2014-02-23 10:07:39
4.116,3.45,3.783,3.952,2014-02-23 10:07:46
4.116,3.45,3.783,3.952,2014-02-23 10:07:49
4.116,3.45,3.783,3.952,2014-02-23 10:07:56
4.116,3.45,3.783,3.952,2014-02-23 10:08:03
4.116,3.45,3.783,3.952,2014-02-23 10:08:06
4.116,3.45,3.783,3.952,2014-02-23 10:08:13
4.116,3.45,3.783,3.952,2014-02-23 10:08:17
4.116,3.45,3.783,3.989,2014-02-23 10:08:53
4.116,3.45,3.783,3.989,2014-02-23 10:08:54
4.116,3.45,3.783,3.99,2014-02-23 10:09:03
4.116,3.45,3.783,3.99,2014-02-23 10:09:06
4.116,3.45,3.783,3.99,2014-02-23 10:09:17
4.116,3.45,3.783,3.99,2014-02-23 10:09:19
4.116,3.45,3.783,3.99,2014-02-23 10:09:27
4.116,3.45,3.783,3.99,2014-02-23 10:09:29
4.116,3.45,3.783,4.0,2014-02-23 10:09:39
4.116,3.45,3.783,4.0,2014-02-23 10:09:41
4.116,3.45,3.783,4.0,2014-02-23 10:09:51
4.116,3.45,3.783,4.0,2014-02-23 10:09:51
4.116,3.45,3.783,4.0,2014-02-23 10:10:02
4.116,3.45,3.783,4.0,2014-02-23 10:10:05
4.116,3.45,3.783,4.0,2014-02-23 10:10:14
4.116,3.45,3.783,4.0,2014-02-23 10:10:16
4.116,3.45,3.783,4.0,2014-02-23 10:10:24
4.116,3.45,3.783,4.0,2014-02-23 10:10:27
4.116,3.45,3.783,4.0,2014-02-23 10:10:35
4.116,3.45,3.783,4.0,2014-02-23 10:10:38
4.116,3.45,3.783,4.0,2014-02-23 10:10:45
4.116,3.45,3.783,4.0,2014-02-23 10:10:49
4.116,3.45,3.783,4.001,2014-02-23 10:10:57
4.116,3.45,3.783,4.001,2014-02-23 10:11:03
4.116,3.45,3.783,4.001,2014-02-23 10:11:08
4.116,3.45,3.783,4.001,2014-02-23 10:11:14
4.116,3.45,3.783,4.001,2014-02-23 10:11:23
4.116,3.45,3.783,4.001,2014-02-23 10:11:26
4.116,3.45,3.783,4.001,2014-02-23 10:11:33
4.116,3.45,3.783,4.001,2014-02-23 10:11:37
4.116,3.45,3.783,4.02,2014-02-23 10:11:45
4.116,3.45,3.783,4.02,2014-02-23 10:11:49
4.116,3.45,3.783,4.02,2014-02-23 10:11:55
4.116,3.45,3.783,4.02,2014-02-23 10:11:59
4.116,3.45,3.783,4.001,2014-02-23 10:13:08
4.116,3.45,3.783,4.001,2014-02-23 10:13:13
4.116,3.45,3.783,4.001,2014-02-23 10:13:21
4.116,3.45,3.783,4.001,2014-02-23 10:13:23
4.116,3.45,3.783,4.001,2014-02-23 10:13:32
4.116,3.45,3.783,4.042,2014-02-23 10:13:34
4.116,3.45,3.783,4.042,2014-02-23 10:13:45
4.116,3.45,3.783,4.042,2014-02-23 10:13:46
4.116,3.45,3.783,4.042,2014-02-23 10:13:58
4.116,3.45,3.783,4.042,2014-02-23 10:14:07
4.116,3.45,3.783,4.042,2014-02-23 10:14:08
4.116,3.45,3.783,4.042,2014-02-23 10:14:18
4.116,3.45,3.783,4.042,2014-02-23 10:14:19
4.116,3.45,3.783,4.042,2014-02-23 10:14:29
4.116,3.45,3.783,4.042,2014-02-23 10:14:30
4.116,3.45,3.783,4.042,2014-02-23 10:14:41
4.116,3.45,3.783,4.042,2014-02-23 10:14:46
4.116,3.45,3.783,4.043,2014-02-23 10:14:52
4.116,3.45,3.783,4.043,2014-02-23 10:14:57
4.116,3.45,3.783,4.043,2014-02-23 10:15:02
4.116,3.45,3.783,4.043,2014-02-23 10:15:09
4.116,3.45,3.783,4.043,2014-02-23 10:15:12
4.116,3.45,3.783,4.043,2014-02-23 10:15:20
4.116,3.45,3.783,4.043,2014-02-23 10:15:23
4.116,3.45,3.783,4.043,2014-02-23 10:15:34
4.116,3.45,3.783,4.043,2014-02-23 10:15:35
4.116,3.45,3.783,4.043,2014-02-23 10:15:44
4.116,3.45,3.783,4.043,2014-02-23 10:15:46
4.116,3.45,3.783,4.043,2014-02-23 10:15:55
4.116,3.45,3.783,4.043,2014-02-23 10:15:57
4.116,3.45,3.783,3.991,2014-02-23 10:16:05
4.116,3.45,3.783,3.991,2014-02-23 10:16:16
4.116,3.45,3.783,3.991,2014-02-23 10:16:18
4.116,3.45,3.783,3.991,2014-02-23 10:16:27
4.116,3.45,3.783,4.049,2014-02-23 10:16:35
4.116,3.45,3.783,4.049,2014-02-23 10:16:40
4.116,3.45,3.783,4.049,2014-02-23 10:16:46
4.116,3.45,3.783,4.049,2014-02-23 10:16:51
4.116,3.45,3.783,4.047,2014-02-23 10:16:56
4.116,3.45,3.783,4.047,2014-02-23 10:17:01
4.116,3.45,3.783,4.047,2014-02-23 10:17:06
4.116,3.45,3.783,4.047,2014-02-23 10:17:12
4.116,3.45,3.783,4.047,2014-02-23 10:17:16
4.116,3.45,3.783,4.047,2014-02-23 10:17:24
4.116,3.45,3.783,4.047,2014-02-23 10:17:26
4.116,3.45,3.783,4.047,2014-02-23 10:17:35
4.116,3.45,3.783,4.047,2014-02-23 10:17:38
4.116,3.45,3.783,4.047,2014-02-23 10:17:45
4.116,3.45,3.783,4.047,2014-02-23 10:17:48
4.116,3.45,3.783,3.992,2014-02-23 10:17:57
4.116,3.45,3.783,3.992,2014-02-23 10:17:58
4.116,3.45,3.783,3.992,2014-02-23 10:18:13
4.116,3.45,3.783,4.02,2014-02-23 10:18:25
4.116,3.45,3.783,4.052,2014-02-23 10:18:35
4.116,3.45,3.783,4.052,2014-02-23 10:18:38
4.116,3.45,3.783,4.053,2014-02-23 10:18:46
4.116,3.45,3.783,4.053,2014-02-23 10:18:49
4.116,3.45,3.783,4.054,2014-02-23 10:18:58
4.116,3.45,3.783,4.054,2014-02-23 10:19:01
4.116,3.45,3.783,4.054,2014-02-23 10:19:09
4.116,3.45,3.783,4.054,2014-02-23 10:19:10
4.116,3.45,3.783,4.054,2014-02-23 10:19:19
4.116,3.45,3.783,4.054,2014-02-23 10:19:21
4.116,3.45,3.783,4.055,2014-02-23 10:19:33
4.116,3.45,3.783,4.055,2014-02-23 10:19:34
4.116,3.45,3.783,4.055,2014-02-23 10:19:43
4.116,3.45,3.783,4.055,2014-02-23 10:19:47
4.116,3.45,3.783,4.054,2014-02-23 10:19:54
4.116,3.45,3.783,4.054,2014-02-23 10:19:58
4.116,3.45,3.783,4.054,2014-02-23 10:20:07
4.116,3.45,3.783,4.054,2014-02-23 10:20:12
4.116,3.45,3.783,4.054,2014-02-23 10:20:19
4.116,3.45,3.783,4.054,2014-02-23 10:20:26
4.116,3.45,3.783,4.054,2014-02-23 10:20:29
4.116,3.45,3.783,4.054,2014-02-23 10:20:37
4.116,3.45,3.783,4.054,2014-02-23 10:20:44
4.116,3.45,3.783,4.054,2014-02-23 10:20:47
4.116,3.45,3.783,4.054,2014-02-23 10:20:57
4.116,3.45,3.783,4.054,2014-02-23 10:21:01
4.116,3.45,3.783,4.054,2014-02-23 10:21:07
4.116,3.45,3.783,4.054,2014-02-23 10:21:11
4.116,3.45,3.783,4.054,2014-02-23 10:21:17
4.116,3.45,3.783,4.054,2014-02-23 10:21:21
4.116,3.45,3.783,4.054,2014-02-23 10:21:29
4.116,3.45,3.783,4.054,2014-02-23 10:21:33
4.116,3.45,3.783,4.054,2014-02-23 10:21:40
4.116,3.45,3.783,4.054,2014-02-23 10:21:45
4.116,3.45,3.783,4.054,2014-02-23 10:21:54
4.116,3.45,3.783,4.054,2014-02-23 10:21:56
4.116,3.45,3.783,4.054,2014-02-23 10:22:05
4.116,3.45,3.783,4.054,2014-02-23 10:22:06
4.116,3.45,3.783,4.001,2014-02-23 10:22:16
4.116,3.45,3.783,4.001,2014-02-23 10:22:17
4.116,3.45,3.783,4.001,2014-02-23 10:22:24
4.116,3.45,3.783,4.001,2014-02-23 10:22:25
4.116,3.45,3.783,4.001,2014-02-23 10:22:35
4.116,3.45,3.783,4.001,2014-02-23 10:22:36
4.116,3.45,3.783,4.001,2014-02-23 10:22:47
4.116,3.45,3.783,4.001,2014-02-23 10:22:48
4.116,3.45,3.783,4.001,2014-02-23 10:22:57
4.116,3.45,3.783,4.001,2014-02-23 10:22:58
4.116,3.45,3.783,4.002,2014-02-23 10:23:08
4.116,3.45,3.783,4.002,2014-02-23 10:23:09
4.116,3.45,3.783,4.002,2014-02-23 10:23:18
4.116,3.45,3.783,4.002,2014-02-23 10:23:21
4.116,3.45,3.783,4.049,2014-02-23 10:23:29
4.116,3.45,3.783,4.049,2014-02-23 10:23:49
4.116,3.45,3.783,4.049,2014-02-23 10:23:54
4.116,3.45,3.783,4.049,2014-02-23 10:23:59
4.116,3.45,3.783,4.049,2014-02-23 10:24:05
4.116,3.45,3.783,4.049,2014-02-23 10:24:09
4.116,3.45,3.783,4.049,2014-02-23 10:24:16
4.116,3.45,3.783,4.049,2014-02-23 10:24:22
4.116,3.45,3.783,4.049,2014-02-23 10:24:28
4.116,3.45,3.783,4.049,2014-02-23 10:24:32
4.116,3.45,3.783,4.049,2014-02-23 10:24:39
4.116,3.45,3.783,4.049,2014-02-23 10:24:42
4.116,3.45,3.783,4.049,2014-02-23 10:24:50
4.116,3.45,3.783,4.049,2014-02-23 10:24:54
4.116,3.45,3.783,4.049,2014-02-23 10:25:00
4.116,3.45,3.783,4.049,2014-02-23 10:25:04
4.116,3.45,3.783,4.049,2014-02-23 10:25:12
4.116,3.45,3.783,4.049,2014-02-23 10:25:16
4.116,3.45,3.783,4.049,2014-02-23 10:25:23
4.116,3.45,3.783,4.049,2014-02-23 10:25:28
4.116,3.45,3.783,4.049,2014-02-23 10:25:33
4.116,3.45,3.783,4.049,2014-02-23 10:25:40
4.116,3.45,3.783,4.054,2014-02-23 10:26:35
4.116,3.45,3.783,4.054,2014-02-23 10:26:36
4.116,3.45,3.783,4.054,2014-02-23 10:26:46
4.116,3.45,3.783,4.054,2014-02-23 10:26:47
4.116,3.45,3.783,4.054,2014-02-23 10:26:57
4.116,3.45,3.783,4.054,2014-02-23 10:26:57
4.116,3.458,3.787,4.054,2014-02-23 10:27:21
4.116,3.458,3.787,4.054,2014-02-23 10:27:23
4.116,3.458,3.787,4.049,2014-02-23 10:27:32
4.116,3.458,3.787,4.049,2014-02-23 10:27:37
4.116,3.458,3.787,4.049,2014-02-23 10:27:46
4.116,3.458,3.787,4.049,2014-02-23 10:27:47
4.116,3.458,3.787,4.049,2014-02-23 10:27:57
4.116,3.458,3.787,4.049,2014-02-23 10:27:57
4.116,3.458,3.787,4.049,2014-02-23 10:28:08
4.116,3.458,3.787,4.049,2014-02-23 10:28:09
4.116,3.458,3.787,4.049,2014-02-23 10:28:19
4.116,3.458,3.787,4.049,2014-02-23 10:28:20
4.116,3.458,3.787,4.049,2014-02-23 10:28:30
4.116,3.458,3.787,4.049,2014-02-23 10:28:30
4.116,3.458,3.787,4.049,2014-02-23 10:28:40
4.116,3.458,3.787,4.049,2014-02-23 10:28:40
4.116,3.458,3.787,4.049,2014-02-23 10:28:51
4.116,3.458,3.787,4.049,2014-02-23 10:28:54
4.116,3.458,3.787,4.049,2014-02-23 10:29:01
4.116,3.458,3.787,4.049,2014-02-23 10:29:04
4.116,3.458,3.787,4.049,2014-02-23 10:29:13
4.116,3.458,3.787,4.049,2014-02-23 10:29:15
4.116,3.458,3.787,4.049,2014-02-23 10:29:24
4.116,3.458,3.787,4.049,2014-02-23 10:29:26
4.116,3.458,3.787,4.049,2014-02-23 10:29:37
4.116,3.458,3.787,4.049,2014-02-23 10:29:37
4.116,3.458,3.787,4.049,2014-02-23 10:29:47
4.116,3.458,3.787,4.049,2014-02-23 10:29:48
4.116,3.458,3.787,4.049,2014-02-23 10:29:57
4.116,3.458,3.787,4.049,2014-02-23 10:29:58
4.116,3.458,3.787,4.049,2014-02-23 10:30:08
4.116,3.458,3.787,4.049,2014-02-23 10:30:08
4.116,3.458,3.787,4.049,2014-02-23 10:30:18
4.116,3.458,3.787,4.049,2014-02-23 10:30:21
4.116,3.458,3.787,4.049,2014-02-23 10:30:28
4.116,3.458,3.787,4.049,2014-02-23 10:30:34
4.116,3.458,3.787,4.049,2014-02-23 10:30:38
4.116,3.458,3.787,4.049,2014-02-23 10:30:44
4.116,3.458,3.787,4.049,2014-02-23 10:30:48
4.116,3.458,3.787,4.08,2014-02-23 10:30:57
4.116,3.458,3.787,4.08,2014-02-23 10:30:59
4.116,3.458,3.787,4.08,2014-02-23 10:31:11
4.116,3.458,3.787,4.08,2014-02-23 10:31:14
4.116,3.458,3.787,4.08,2014-02-23 10:31:21
4.116,3.458,3.787,4.08,2014-02-23 10:31:23
4.116,3.458,3.787,4.049,2014-02-23 10:31:35
4.116,3.458,3.787,4.049,2014-02-23 10:31:36
4.116,3.458,3.787,4.049,2014-02-23 10:31:46
4.116,3.458,3.787,4.049,2014-02-23 10:31:47
4.116,3.458,3.787,4.049,2014-02-23 10:31:57
4.116,3.458,3.787,4.049,2014-02-23 10:31:58
4.116,3.458,3.787,4.005,2014-02-23 10:32:07
4.116,3.458,3.787,4.005,2014-02-23 10:32:08
4.116,3.458,3.787,4.005,2014-02-23 10:32:17
4.116,3.458,3.787,4.005,2014-02-23 10:32:19
4.116,3.458,3.787,4.049,2014-02-23 10:32:28
4.116,3.458,3.787,4.049,2014-02-23 10:32:31
4.116,3.458,3.787,4.049,2014-02-23 10:32:40
4.116,3.458,3.787,4.049,2014-02-23 10:32:42
4.116,3.458,3.787,4.049,2014-02-23 10:32:50
4.116,3.458,3.787,4.049,2014-02-23 10:32:53
4.116,3.458,3.787,4.049,2014-02-23 10:33:01
4.116,3.458,3.787,4.049,2014-02-23 10:33:04
4.116,3.458,3.787,4.049,2014-02-23 10:33:12
4.116,3.458,3.787,4.049,2014-02-23 10:33:19
4.116,3.458,3.787,4.049,2014-02-23 10:33:22
4.116,3.458,3.787,4.049,2014-02-23 10:33:30
4.116,3.458,3.787,4.049,2014-02-23 10:33:33
4.116,3.458,3.787,4.049,2014-02-23 10:33:41
4.116,3.458,3.787,4.049,2014-02-23 10:33:43
4.116,3.458,3.787,4.049,2014-02-23 10:33:52
4.116,3.458,3.787,4.049,2014-02-23 10:33:53
4.116,3.458,3.787,4.049,2014-02-23 10:34:02
4.116,3.458,3.787,4.049,2014-02-23 10:34:07
4.116,3.458,3.787,4.049,2014-02-23 10:34:13
4.116,3.458,3.787,4.049,2014-02-23 10:34:17
4.116,3.458,3.787,4.049,2014-02-23 10:34:23
4.116,3.458,3.787,4.049,2014-02-23 10:34:29
4.116,3.458,3.787,4.049,2014-02-23 10:34:34
4.116,3.458,3.787,4.049,2014-02-23 10:34:40
4.116,3.458,3.787,4.049,2014-02-23 10:34:44
4.116,3.458,3.787,4.049,2014-02-23 10:34:50
4.116,3.458,3.787,4.049,2014-02-23 10:34:54
4.116,3.458,3.787,4.049,2014-02-23 10:35:02
4.116,3.458,3.787,4.049,2014-02-23 10:35:08
4.116,3.458,3.787,4.049,2014-02-23 10:35:12
4.116,3.458,3.787,4.049,2014-02-23 10:35:18
4.116,3.458,3.787,4.049,2014-02-23 10:35:23
4.116,3.458,3.787,4.049,2014-02-23 10:35:29
4.116,3.458,3.787,4.049,2014-02-23 10:35:34
4.116,3.458,3.787,4.049,2014-02-23 10:35:40
4.116,3.458,3.787,4.049,2014-02-23 10:35:45
4.116,3.458,3.787,4.049,2014-02-23 10:35:51
4.116,3.458,3.787,4.049,2014-02-23 10:35:56
4.116,3.458,3.787,4.049,2014-02-23 10:36:03
4.116,3.458,3.787,4.049,2014-02-23 10:36:06
4.116,3.458,3.787,4.049,2014-02-23 10:36:14
4.116,3.458,3.787,4.049,2014-02-23 10:36:17
4.116,3.458,3.787,4.049,2014-02-23 10:36:24
4.116,3.458,3.787,4.049,2014-02-23 10:36:31
4.116,3.458,3.787,4.038,2014-02-23 10:36:35
4.116,3.458,3.787,4.038,2014-02-23 10:36:42
4.116,3.458,3.787,4.038,2014-02-23 10:36:47
4.116,3.458,3.787,4.038,2014-02-23 10:36:54
4.116,3.458,3.787,4.038,2014-02-23 10:36:57
4.116,3.458,3.787,4.038,2014-02-23 10:37:06
4.116,3.458,3.787,4.038,2014-02-23 10:37:08
4.116,3.458,3.787,4.003,2014-02-23 10:37:16
4.116,3.458,3.787,4.003,2014-02-23 10:37:18
4.116,3.458,3.787,4.003,2014-02-23 10:37:27
4.116,3.458,3.787,4.003,2014-02-23 10:37:28
4.116,3.458,3.787,4.003,2014-02-23 10:37:39
4.116,3.458,3.787,4.003,2014-02-23 10:37:41
4.116,3.458,3.787,4.003,2014-02-23 10:37:50
4.116,3.458,3.787,4.003,2014-02-23 10:37:53
4.116,3.458,3.787,4.003,2014-02-23 10:38:03
4.116,3.458,3.787,4.003,2014-02-23 10:38:08
4.116,3.458,3.787,4.003,2014-02-23 10:38:14
4.116,3.458,3.787,4.003,2014-02-23 10:38:18
4.116,3.458,3.787,4.003,2014-02-23 10:38:24
4.116,3.458,3.787,4.003,2014-02-23 10:38:30
4.116,3.458,3.787,4.003,2014-02-23 10:38:36
4.116,3.458,3.787,4.003,2014-02-23 10:38:40
4.116,3.458,3.787,4.003,2014-02-23 10:38:47
4.116,3.458,3.787,4.003,2014-02-23 10:38:50
4.116,3.458,3.787,4.003,2014-02-23 10:39:01
4.116,3.458,3.787,4.003,2014-02-23 10:39:02
4.116,3.458,3.787,4.003,2014-02-23 10:39:12
4.116,3.458,3.787,4.003,2014-02-23 10:39:18
4.116,3.458,3.787,4.003,2014-02-23 10:39:22
4.116,3.458,3.787,3.984,2014-02-23 10:39:29
4.116,3.458,3.787,3.984,2014-02-23 10:39:34
4.116,3.458,3.787,3.984,2014-02-23 10:39:39
4.116,3.458,3.787,3.984,2014-02-23 10:39:45
